year,state,pred,se,days_til_election,election_day,date,actual
2008,SC,0.4478760318807812,0.050762679604241336,0,2008-11-03,2008-11-03,0.45455681
2008,SD,0.43057153104840823,0.051340839285127476,0,2008-11-03,2008-11-03,0.457042928
2008,TN,0.4681412828097408,0.050229417468148775,0,2008-11-03,2008-11-03,0.423685282
2008,TX,0.4551862659406182,0.048899797811280385,0,2008-11-03,2008-11-03,0.44064433
2008,UT,0.30974020066517793,0.06184369254847544,0,2008-11-03,2008-11-03,0.354736386
2008,VA,0.5005105420782554,0.04682381957618854,0,2008-11-03,2008-11-03,0.531825844
2008,VT,0.6391486552071161,0.05377342464921765,0,2008-11-03,2008-11-03,0.688991817
2008,WA,0.5786514923403503,0.05014933003867025,0,2008-11-03,2008-11-03,0.587520268
2008,WI,0.5452363573916782,0.047806502856038026,0,2008-11-03,2008-11-03,0.570556782
2008,WV,0.48421421637993367,0.04980184900443967,0,2008-11-03,2008-11-03,0.433262562
2008,WY,0.34355739731505175,0.059330520471862484,0,2008-11-03,2008-11-03,0.334379766
2012,AK,0.37445190156833963,0.05093353572221972,0,2012-11-06,2012-11-06,0.426847095
2012,AL,0.37483413195749277,0.053419531194826383,0,2012-11-06,2012-11-06,0.387822103
2012,AR,0.3931856231841736,0.050609068160694146,0,2012-11-06,2012-11-06,0.378455946
2012,AZ,0.45709821173475945,0.046431031536228545,0,2012-11-06,2012-11-06,0.453866198
2012,CA,0.5926479407917862,0.04619600979393406,0,2012-11-06,2012-11-06,0.618728112
2012,CO,0.5169023576114485,0.04930351485247472,0,2012-11-06,2012-11-06,0.527480282
2012,CT,0.5815181440569283,0.047899047865415316,0,2012-11-06,2012-11-06,0.587725775
2012,DC,0.898850572672192,0.07091071285309507,0,2012-11-06,2012-11-06,0.9258580303493227
2012,DE,0.6042749083695929,0.049763668632397194,0,2012-11-06,2012-11-06,0.594469549
2012,FL,0.49210546712777953,0.04233495514628662,0,2012-11-06,2012-11-06,0.504424763
2012,GA,0.4490632394617828,0.04709580078678812,0,2012-11-06,2012-11-06,0.460433509
2012,HI,0.6765310196609076,0.05291081781202981,0,2012-11-06,2012-11-06,0.717038485
2012,IA,0.522981276332154,0.046032606053957835,0,2012-11-06,2012-11-06,0.529593519
2012,ID,0.3461856647369336,0.05702537998993428,0,2012-11-06,2012-11-06,0.335786132
2012,IL,0.6130612870800843,0.0480702267761715,0,2012-11-06,2012-11-06,0.585776115
2012,IN,0.47114539011536366,0.04558366606765253,0,2012-11-06,2012-11-06,0.447996375
2012,KS,0.4018031855489066,0.0508740659227227,0,2012-11-06,2012-11-06,0.389396637
2012,KY,0.40218953706585475,0.04928291891678022,0,2012-11-06,2012-11-06,0.384572276
2012,LA,0.39508846750569304,0.051266234747810745,0,2012-11-06,2012-11-06,0.412530189
2012,MA,0.5664628446193041,0.047864121960517404,0,2012-11-06,2012-11-06,0.617856807
2012,MD,0.5989652404707047,0.050565213115419214,0,2012-11-06,2012-11-06,0.633217635
2012,ME,0.5621430715170797,0.047113222814973994,0,2012-11-06,2012-11-06,0.578599214
2012,MI,0.5547924619177383,0.04440963577533962,0,2012-11-06,2012-11-06,0.548007068
2012,MN,0.5301041712592617,0.04571205465274012,0,2012-11-06,2012-11-06,0.539412265
2012,MO,0.4784062907501253,0.047120160189304164,0,2012-11-06,2012-11-06,0.452214057
2012,MS,0.4140145356172075,0.05086634055621849,0,2012-11-06,2012-11-06,0.441981008
2012,MT,0.4567227764344632,0.050638982094991555,0,2012-11-06,2012-11-06,0.429657681
2012,NC,0.475057896787144,0.04486992867453226,0,2012-11-06,2012-11-06,0.489660128
2012,ND,0.4259295771753069,0.04902523026252319,0,2012-11-06,2012-11-06,0.398887917
2012,NE,0.39543491353482263,0.05070547029498654,0,2012-11-06,2012-11-06,0.388706097
2012,NH,0.5240372447428876,0.045033210673910126,0,2012-11-06,2012-11-06,0.52833752
2012,NJ,0.5532658459216454,0.04683945703004201,0,2012-11-06,2012-11-06,0.589866752
2012,NM,0.5452705134152768,0.046283887707360145,0,2012-11-06,2012-11-06,0.552952642
2012,NV,0.5332084888064607,0.04471097826717673,0,2012-11-06,2012-11-06,0.53407509
2012,NY,0.6095933953812948,0.04947957587827857,0,2012-11-06,2012-11-06,0.642812212
2012,OH,0.5014518105763408,0.04340622991618804,0,2012-11-06,2012-11-06,0.515146111
2012,OK,0.3323602900760226,0.05642616139962998,0,2012-11-06,2012-11-06,0.332276803
2012,OR,0.5560309165060869,0.04634952344015383,0,2012-11-06,2012-11-06,0.562710838
2012,PA,0.5284701170029619,0.04460101856919307,0,2012-11-06,2012-11-06,0.527294489
2012,RI,0.6147453045965106,0.0501183925689364,0,2012-11-06,2012-11-06,0.64016746
2012,SC,0.43258872620294564,0.04825683357385512,0,2012-11-06,2012-11-06,0.446939126
2012,SD,0.4309440609963408,0.04890352869840747,0,2012-11-06,2012-11-06,0.407815009
2012,TN,0.40997693134964824,0.049611739192656865,0,2012-11-06,2012-11-06,0.396486887
2012,TX,0.4301599769854857,0.047346621195789286,0,2012-11-06,2012-11-06,0.419920921
2012,UT,0.3279918928369776,0.05856369724482651,0,2012-11-06,2012-11-06,0.253738111
2012,VA,0.5032439152619169,0.04452410558390889,0,2012-11-06,2012-11-06,0.519673767
2012,VT,0.6526520972391933,0.05094069625732438,0,2012-11-06,2012-11-06,0.682472588
2012,WA,0.5609363409671418,0.04579197949008443,0,2012-11-06,2012-11-06,0.576282983
2012,WI,0.5279995906433023,0.04401495313039076,0,2012-11-06,2012-11-06,0.535163824
2012,WV,0.418688238888995,0.04978088421890546,0,2012-11-06,2012-11-06,0.363257024
2012,WY,0.3170278657828517,0.05957558802294369,0,2012-11-06,2012-11-06,0.28839366
2016,AK,0.40886076964975865,0.043148725961517996,0,2016-11-08,2016-11-08,0.416143453
2016,AL,0.37929480319866543,0.044266036662046856,0,2016-11-08,2016-11-08,0.356267767
2016,AR,0.373970915984399,0.04506952281257271,0,2016-11-08,2016-11-08,0.357148623
2016,AZ,0.4535856387800998,0.04078981718049381,0,2016-11-08,2016-11-08,0.481099766
2016,CA,0.6036295255041468,0.04075095563698555,0,2016-11-08,2016-11-08,0.661265101
2016,CO,0.5175789824679368,0.04287301293025646,0,2016-11-08,2016-11-08,0.526833148
2016,CT,0.5760880259519042,0.04334542762235039,0,2016-11-08,2016-11-08,0.571415475
2016,DC,0.9018060186227875,0.05744978940991099,0,2016-11-08,2016-11-08,0.9569246972090574
2016,DE,0.5804890747059895,0.0417642975537543,0,2016-11-08,2016-11-08,0.559986214
2016,FL,0.4941179542622433,0.03511788474805016,0,2016-11-08,2016-11-08,0.493811647
2016,GA,0.4524522744328953,0.03882335015675492,0,2016-11-08,2016-11-08,0.473387943
2016,HI,0.699731152105082,0.05061505472089654,0,2016-11-08,2016-11-08,0.674413375
2016,IA,0.520049126059922,0.03965684423817074,0,2016-11-08,2016-11-08,0.449364522
2016,ID,0.33425015832125515,0.053629496824184025,0,2016-11-08,2016-11-08,0.316898233
2016,IL,0.5846476962668659,0.04026091998428261,0,2016-11-08,2016-11-08,0.590192344
2016,IN,0.43722405689755567,0.04031959665647833,0,2016-11-08,2016-11-08,0.398830954
2016,KS,0.38803740111782054,0.04638720380375476,0,2016-11-08,2016-11-08,0.388885297
2016,KY,0.3829090586775612,0.04386658250594138,0,2016-11-08,2016-11-08,0.34329371
2016,LA,0.4013902042773203,0.04262604991739011,0,2016-11-08,2016-11-08,0.398282384
2016,MA,0.620646103669874,0.04590581674980669,0,2016-11-08,2016-11-08,0.646512787
2016,MD,0.6163244207883659,0.04402961093924468,0,2016-11-08,2016-11-08,0.640162253
2016,ME,0.5652074325471597,0.04260000135354606,0,2016-11-08,2016-11-08,0.515891175
2016,MI,0.5416614960993562,0.03793907997301418,0,2016-11-08,2016-11-08,0.498823318
2016,MN,0.5290906653367542,0.04000995991344811,0,2016-11-08,2016-11-08,0.508318569
2016,MO,0.4507779374880948,0.04212707082843339,0,2016-11-08,2016-11-08,0.401814166
2016,MS,0.4300441915993956,0.040663795039105124,0,2016-11-08,2016-11-08,0.409101527
2016,MT,0.4303719257705876,0.047074255837334295,0,2016-11-08,2016-11-08,0.388903357
2016,NC,0.48008485326555295,0.03665098104231424,0,2016-11-08,2016-11-08,0.480962998
2016,ND,0.4004653923743218,0.04595465798808991,0,2016-11-08,2016-11-08,0.301907571
2016,NE,0.38659450666687317,0.04697833820885732,0,2016-11-08,2016-11-08,0.364523259
2016,NH,0.5181568083770519,0.040296120375073005,0,2016-11-08,2016-11-08,0.501970284
2016,NJ,0.5725832622160297,0.04116062770817951,0,2016-11-08,2016-11-08,0.572841901
2016,NM,0.5433468245775951,0.040347010496274094,0,2016-11-08,2016-11-08,0.546508725
2016,NV,0.526634137922399,0.03857324926927907,0,2016-11-08,2016-11-08,0.512937094
2016,NY,0.5954101764934483,0.0417993911522721,0,2016-11-08,2016-11-08,0.617704974
2016,OH,0.5045827161034029,0.03613634907840803,0,2016-11-08,2016-11-08,0.457321364
2016,OK,0.32774315307284446,0.0505315031326679,0,2016-11-08,2016-11-08,0.306952628
2016,OR,0.5531535313612219,0.039897529620223714,0,2016-11-08,2016-11-08,0.561558635
2016,PA,0.51947848641529,0.03732918917675892,0,2016-11-08,2016-11-08,0.496216166
2016,RI,0.6226641871909703,0.04659053908825499,0,2016-11-08,2016-11-08,0.583107041
2016,SC,0.4380050564548161,0.03969881416887483,0,2016-11-08,2016-11-08,0.425397574
2016,SD,0.4081506203910046,0.045670370776669265,0,2016-11-08,2016-11-08,0.340281419
2016,TN,0.3925337627466564,0.043438714153092806,0,2016-11-08,2016-11-08,0.363756304
2016,TX,0.41490632068553135,0.04175116507463972,0,2016-11-08,2016-11-08,0.452892426
2016,UT,0.2681601222500894,0.05782076715904106,0,2016-11-08,2016-11-08,0.376163418
2016,VA,0.5211183818083155,0.03607842313182394,0,2016-11-08,2016-11-08,0.528263763
2016,VT,0.6659686576874522,0.05023886598546636,0,2016-11-08,2016-11-08,0.651864263
2016,WA,0.5640888128073599,0.040042490167823686,0,2016-11-08,2016-11-08,0.587874641
2016,WI,0.5340078498562567,0.03745002181626726,0,2016-11-08,2016-11-08,0.49592011
2016,WV,0.3684197301603779,0.04560849528167499,0,2016-11-08,2016-11-08,0.278389477
2016,WY,0.291129983081852,0.057544925032468844,0,2016-11-08,2016-11-08,0.242946804
